"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","ComparisonTests","","Fri Dec 05 20:16:13 UTC 2025","passed","Fri Dec 05 20:16:13 UTC 2025","","Syntax","AssertSyntaxTests","ComparisonTests"
"","0","InstanceOfTypeTests","","Fri Dec 05 20:16:13 UTC 2025","passed","Fri Dec 05 20:16:13 UTC 2025","","Syntax","AssertSyntaxTests","InstanceOfTypeTests"
"","1","SubstringTests","","Fri Dec 05 20:16:13 UTC 2025","passed","Fri Dec 05 20:16:13 UTC 2025","","Syntax","AssertSyntaxTests","SubstringTests"
"","1","NotTests","","Fri Dec 05 20:16:13 UTC 2025","passed","Fri Dec 05 20:16:13 UTC 2025","","Syntax","AssertSyntaxTests","NotTests"
"","6","EqualityTestsWithTolerance","","Fri Dec 05 20:16:13 UTC 2025","passed","Fri Dec 05 20:16:13 UTC 2025","","Syntax","AssertSyntaxTests","EqualityTestsWithTolerance"
"","0","EqualityTestsWithTolerance_MixingTypesGenerally","","Fri Dec 05 20:16:13 UTC 2025","passed","Fri Dec 05 20:16:13 UTC 2025","","Syntax","AssertSyntaxTests","EqualityTestsWithTolerance_MixingTypesGenerally"
"","3","PropertyTests","","Fri Dec 05 20:16:13 UTC 2025","passed","Fri Dec 05 20:16:13 UTC 2025","","Syntax","AssertSyntaxTests","PropertyTests"
"","3","RegularExpressionTests","","Fri Dec 05 20:16:13 UTC 2025","passed","Fri Dec 05 20:16:13 UTC 2025","","Syntax","AssertSyntaxTests","RegularExpressionTests"
"","1","SomeItemTests","","Fri Dec 05 20:16:13 UTC 2025","passed","Fri Dec 05 20:16:13 UTC 2025","","Syntax","AssertSyntaxTests","SomeItemTests"
"","1","EqualIgnoringCaseTests","","Fri Dec 05 20:16:13 UTC 2025","passed","Fri Dec 05 20:16:13 UTC 2025","","Syntax","AssertSyntaxTests","EqualIgnoringCaseTests"
"","1","NoItemTests","","Fri Dec 05 20:16:13 UTC 2025","passed","Fri Dec 05 20:16:13 UTC 2025","","Syntax","AssertSyntaxTests","NoItemTests"
"","3","EmptyCollectionTests","","Fri Dec 05 20:16:13 UTC 2025","passed","Fri Dec 05 20:16:13 UTC 2025","","Syntax","AssertSyntaxTests","EmptyCollectionTests"
"","0","Assert.IsNull","","Fri Dec 05 20:16:13 UTC 2025","passed","Fri Dec 05 20:16:13 UTC 2025","","Syntax","AssertSyntaxTests","IsNull"
"","4","CollectionEquivalenceTests","","Fri Dec 05 20:16:13 UTC 2025","passed","Fri Dec 05 20:16:13 UTC 2025","","Syntax","AssertSyntaxTests","CollectionEquivalenceTests"
"","0","Assert.IsEmpty, Assert.IsNotEmpty, Assert.That","","Fri Dec 05 20:16:13 UTC 2025","passed","Fri Dec 05 20:16:13 UTC 2025","","Syntax","AssertSyntaxTests","EmptyStringTests"
"","1","EqualityTests","","Fri Dec 05 20:16:13 UTC 2025","passed","Fri Dec 05 20:16:13 UTC 2025","","Syntax","AssertSyntaxTests","EqualityTests"
"","3","ExactTypeTests","","Fri Dec 05 20:16:13 UTC 2025","passed","Fri Dec 05 20:16:13 UTC 2025","","Syntax","AssertSyntaxTests","ExactTypeTests"
"","0","StartsWithTests","","Fri Dec 05 20:16:13 UTC 2025","passed","Fri Dec 05 20:16:13 UTC 2025","","Syntax","AssertSyntaxTests","StartsWithTests"
"","28","AllItemsTests","","Fri Dec 05 20:16:12 UTC 2025","passed","Fri Dec 05 20:16:12 UTC 2025","","Syntax","AssertSyntaxTests","AllItemsTests"
"","1","Assert.IsNotNull","","Fri Dec 05 20:16:13 UTC 2025","passed","Fri Dec 05 20:16:13 UTC 2025","","Syntax","AssertSyntaxTests","IsNotNull"
"","0","Assert.IsFalse","","Fri Dec 05 20:16:13 UTC 2025","passed","Fri Dec 05 20:16:13 UTC 2025","","Syntax","AssertSyntaxTests","IsFalse"
"","1","EqualityTestsWithTolerance_MixedFloatAndDouble","","Fri Dec 05 20:16:13 UTC 2025","passed","Fri Dec 05 20:16:13 UTC 2025","","Syntax","AssertSyntaxTests","EqualityTestsWithTolerance_MixedFloatAndDouble"
"","1","AssignableFromTypeTests","","Fri Dec 05 20:16:13 UTC 2025","passed","Fri Dec 05 20:16:13 UTC 2025","","Syntax","AssertSyntaxTests","AssignableFromTypeTests"
"","0","Assert.IsTrue","","Fri Dec 05 20:16:13 UTC 2025","passed","Fri Dec 05 20:16:13 UTC 2025","","Syntax","AssertSyntaxTests","IsTrue"
"","1","SubsetTests","","Fri Dec 05 20:16:13 UTC 2025","passed","Fri Dec 05 20:16:13 UTC 2025","","Syntax","AssertSyntaxTests","SubsetTests"
"","0","Assert.IsNan","","Fri Dec 05 20:16:13 UTC 2025","passed","Fri Dec 05 20:16:13 UTC 2025","","Syntax","AssertSyntaxTests","IsNaN"
"","0","EndsWithTests","","Fri Dec 05 20:16:13 UTC 2025","passed","Fri Dec 05 20:16:13 UTC 2025","","Syntax","AssertSyntaxTests","EndsWithTests"
"","2","CollectionContainsTests","","Fri Dec 05 20:16:13 UTC 2025","passed","Fri Dec 05 20:16:13 UTC 2025","","Syntax","AssertSyntaxTests","CollectionContainsTests"
