"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3","EmptyCollectionTests","","Fri Dec 05 20:25:51 UTC 2025","passed","Fri Dec 05 20:25:51 UTC 2025","","Syntax","AssertSyntaxTests","EmptyCollectionTests"
"","0","Assert.IsNotNull","","Fri Dec 05 20:25:51 UTC 2025","passed","Fri Dec 05 20:25:51 UTC 2025","","Syntax","AssertSyntaxTests","IsNotNull"
"","1","NotTests","","Fri Dec 05 20:25:51 UTC 2025","passed","Fri Dec 05 20:25:51 UTC 2025","","Syntax","AssertSyntaxTests","NotTests"
"","0","Assert.IsNull","","Fri Dec 05 20:25:51 UTC 2025","passed","Fri Dec 05 20:25:51 UTC 2025","","Syntax","AssertSyntaxTests","IsNull"
"","1","NoItemTests","","Fri Dec 05 20:25:51 UTC 2025","passed","Fri Dec 05 20:25:51 UTC 2025","","Syntax","AssertSyntaxTests","NoItemTests"
"","1","ComparisonTests","","Fri Dec 05 20:25:51 UTC 2025","passed","Fri Dec 05 20:25:51 UTC 2025","","Syntax","AssertSyntaxTests","ComparisonTests"
"","27","AllItemsTests","","Fri Dec 05 20:25:51 UTC 2025","passed","Fri Dec 05 20:25:51 UTC 2025","","Syntax","AssertSyntaxTests","AllItemsTests"
"","0","EqualityTestsWithTolerance_MixedFloatAndDouble","","Fri Dec 05 20:25:51 UTC 2025","passed","Fri Dec 05 20:25:51 UTC 2025","","Syntax","AssertSyntaxTests","EqualityTestsWithTolerance_MixedFloatAndDouble"
"","1","EqualIgnoringCaseTests","","Fri Dec 05 20:25:51 UTC 2025","passed","Fri Dec 05 20:25:51 UTC 2025","","Syntax","AssertSyntaxTests","EqualIgnoringCaseTests"
"","2","CollectionContainsTests","","Fri Dec 05 20:25:51 UTC 2025","passed","Fri Dec 05 20:25:51 UTC 2025","","Syntax","AssertSyntaxTests","CollectionContainsTests"
"","1","Assert.IsFalse","","Fri Dec 05 20:25:51 UTC 2025","passed","Fri Dec 05 20:25:51 UTC 2025","","Syntax","AssertSyntaxTests","IsFalse"
"","1","EndsWithTests","","Fri Dec 05 20:25:51 UTC 2025","passed","Fri Dec 05 20:25:51 UTC 2025","","Syntax","AssertSyntaxTests","EndsWithTests"
"","3","CollectionEquivalenceTests","","Fri Dec 05 20:25:51 UTC 2025","passed","Fri Dec 05 20:25:51 UTC 2025","","Syntax","AssertSyntaxTests","CollectionEquivalenceTests"
"","2","ExactTypeTests","","Fri Dec 05 20:25:51 UTC 2025","passed","Fri Dec 05 20:25:51 UTC 2025","","Syntax","AssertSyntaxTests","ExactTypeTests"
"","0","SubstringTests","","Fri Dec 05 20:25:51 UTC 2025","passed","Fri Dec 05 20:25:51 UTC 2025","","Syntax","AssertSyntaxTests","SubstringTests"
"","0","SomeItemTests","","Fri Dec 05 20:25:51 UTC 2025","passed","Fri Dec 05 20:25:51 UTC 2025","","Syntax","AssertSyntaxTests","SomeItemTests"
"","3","PropertyTests","","Fri Dec 05 20:25:51 UTC 2025","passed","Fri Dec 05 20:25:51 UTC 2025","","Syntax","AssertSyntaxTests","PropertyTests"
"","2","RegularExpressionTests","","Fri Dec 05 20:25:51 UTC 2025","passed","Fri Dec 05 20:25:51 UTC 2025","","Syntax","AssertSyntaxTests","RegularExpressionTests"
"","1","EqualityTests","","Fri Dec 05 20:25:51 UTC 2025","passed","Fri Dec 05 20:25:51 UTC 2025","","Syntax","AssertSyntaxTests","EqualityTests"
"","1","AssignableFromTypeTests","","Fri Dec 05 20:25:51 UTC 2025","passed","Fri Dec 05 20:25:51 UTC 2025","","Syntax","AssertSyntaxTests","AssignableFromTypeTests"
"","1","EqualityTestsWithTolerance_MixingTypesGenerally","","Fri Dec 05 20:25:51 UTC 2025","passed","Fri Dec 05 20:25:51 UTC 2025","","Syntax","AssertSyntaxTests","EqualityTestsWithTolerance_MixingTypesGenerally"
"","5","EqualityTestsWithTolerance","","Fri Dec 05 20:25:51 UTC 2025","passed","Fri Dec 05 20:25:51 UTC 2025","","Syntax","AssertSyntaxTests","EqualityTestsWithTolerance"
"","1","Assert.IsNan","","Fri Dec 05 20:25:51 UTC 2025","passed","Fri Dec 05 20:25:51 UTC 2025","","Syntax","AssertSyntaxTests","IsNaN"
"","0","InstanceOfTypeTests","","Fri Dec 05 20:25:51 UTC 2025","passed","Fri Dec 05 20:25:51 UTC 2025","","Syntax","AssertSyntaxTests","InstanceOfTypeTests"
"","1","Assert.IsTrue","","Fri Dec 05 20:25:51 UTC 2025","passed","Fri Dec 05 20:25:51 UTC 2025","","Syntax","AssertSyntaxTests","IsTrue"
"","1","Assert.IsEmpty, Assert.IsNotEmpty, Assert.That","","Fri Dec 05 20:25:51 UTC 2025","passed","Fri Dec 05 20:25:51 UTC 2025","","Syntax","AssertSyntaxTests","EmptyStringTests"
"","0","StartsWithTests","","Fri Dec 05 20:25:51 UTC 2025","passed","Fri Dec 05 20:25:51 UTC 2025","","Syntax","AssertSyntaxTests","StartsWithTests"
"","1","SubsetTests","","Fri Dec 05 20:25:51 UTC 2025","passed","Fri Dec 05 20:25:51 UTC 2025","","Syntax","AssertSyntaxTests","SubsetTests"
