"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7","CollectionContainsTests","","Fri Dec 05 21:14:19 UTC 2025","passed","Fri Dec 05 21:14:19 UTC 2025","","Syntax","AssertSyntaxTests","CollectionContainsTests"
"","1","ClassicAssert.IsFalse","","Fri Dec 05 21:14:19 UTC 2025","passed","Fri Dec 05 21:14:19 UTC 2025","","Syntax","AssertSyntaxTests","IsFalse"
"","1","NotTests","","Fri Dec 05 21:14:19 UTC 2025","passed","Fri Dec 05 21:14:19 UTC 2025","","Syntax","AssertSyntaxTests","NotTests"
"","7","EqualityTestsWithTolerance","","Fri Dec 05 21:14:19 UTC 2025","passed","Fri Dec 05 21:14:19 UTC 2025","","Syntax","AssertSyntaxTests","EqualityTestsWithTolerance"
"","1","EqualityTestsWithTolerance_MixingTypesGenerally","","Fri Dec 05 21:14:19 UTC 2025","passed","Fri Dec 05 21:14:19 UTC 2025","","Syntax","AssertSyntaxTests","EqualityTestsWithTolerance_MixingTypesGenerally"
"","2","EqualityTestsWithTolerance_MixedFloatAndDouble","","Fri Dec 05 21:14:19 UTC 2025","passed","Fri Dec 05 21:14:19 UTC 2025","","Syntax","AssertSyntaxTests","EqualityTestsWithTolerance_MixedFloatAndDouble"
"","1","EndsWithTests","","Fri Dec 05 21:14:19 UTC 2025","passed","Fri Dec 05 21:14:19 UTC 2025","","Syntax","AssertSyntaxTests","EndsWithTests"
"","1","ClassicAssert.IsEmpty, ClassicAssert.IsNotEmpty, Assert.That","","Fri Dec 05 21:14:19 UTC 2025","passed","Fri Dec 05 21:14:19 UTC 2025","","Syntax","AssertSyntaxTests","EmptyStringTests"
"","3","ExactTypeTests","","Fri Dec 05 21:14:19 UTC 2025","passed","Fri Dec 05 21:14:19 UTC 2025","","Syntax","AssertSyntaxTests","ExactTypeTests"
"","0","ClassicAssert.IsNotNull","","Fri Dec 05 21:14:19 UTC 2025","passed","Fri Dec 05 21:14:19 UTC 2025","","Syntax","AssertSyntaxTests","IsNotNull"
"","0","ClassicAssert.IsNan","","Fri Dec 05 21:14:19 UTC 2025","passed","Fri Dec 05 21:14:19 UTC 2025","","Syntax","AssertSyntaxTests","IsNaN"
"","1","SubsetTests","","Fri Dec 05 21:14:19 UTC 2025","passed","Fri Dec 05 21:14:19 UTC 2025","","Syntax","AssertSyntaxTests","SubsetTests"
"","1","NoItemTests","","Fri Dec 05 21:14:19 UTC 2025","passed","Fri Dec 05 21:14:19 UTC 2025","","Syntax","AssertSyntaxTests","NoItemTests"
"","1","EqualIgnoringCaseTests","","Fri Dec 05 21:14:19 UTC 2025","passed","Fri Dec 05 21:14:19 UTC 2025","","Syntax","AssertSyntaxTests","EqualIgnoringCaseTests"
"","0","StartsWithTests","","Fri Dec 05 21:14:19 UTC 2025","passed","Fri Dec 05 21:14:19 UTC 2025","","Syntax","AssertSyntaxTests","StartsWithTests"
"","1","EqualityTests","","Fri Dec 05 21:14:19 UTC 2025","passed","Fri Dec 05 21:14:19 UTC 2025","","Syntax","AssertSyntaxTests","EqualityTests"
"","0","ClassicAssert.IsNull","","Fri Dec 05 21:14:19 UTC 2025","passed","Fri Dec 05 21:14:19 UTC 2025","","Syntax","AssertSyntaxTests","IsNull"
"","1","InstanceOfTypeTests","","Fri Dec 05 21:14:19 UTC 2025","passed","Fri Dec 05 21:14:19 UTC 2025","","Syntax","AssertSyntaxTests","InstanceOfTypeTests"
"","3","CollectionEquivalenceTests","","Fri Dec 05 21:14:19 UTC 2025","passed","Fri Dec 05 21:14:19 UTC 2025","","Syntax","AssertSyntaxTests","CollectionEquivalenceTests"
"","3","EmptyCollectionTests","","Fri Dec 05 21:14:19 UTC 2025","passed","Fri Dec 05 21:14:19 UTC 2025","","Syntax","AssertSyntaxTests","EmptyCollectionTests"
"","0","ClassicAssert.IsTrue","","Fri Dec 05 21:14:19 UTC 2025","passed","Fri Dec 05 21:14:19 UTC 2025","","Syntax","AssertSyntaxTests","IsTrue"
"","3","RegularExpressionTests","","Fri Dec 05 21:14:19 UTC 2025","passed","Fri Dec 05 21:14:19 UTC 2025","","Syntax","AssertSyntaxTests","RegularExpressionTests"
"","1","SubstringTests","","Fri Dec 05 21:14:19 UTC 2025","passed","Fri Dec 05 21:14:19 UTC 2025","","Syntax","AssertSyntaxTests","SubstringTests"
"","23","AllItemsTests","","Fri Dec 05 21:14:19 UTC 2025","passed","Fri Dec 05 21:14:19 UTC 2025","","Syntax","AssertSyntaxTests","AllItemsTests"
"","1","SomeItemTests","","Fri Dec 05 21:14:19 UTC 2025","passed","Fri Dec 05 21:14:19 UTC 2025","","Syntax","AssertSyntaxTests","SomeItemTests"
"","1","ComparisonTests","","Fri Dec 05 21:14:19 UTC 2025","passed","Fri Dec 05 21:14:19 UTC 2025","","Syntax","AssertSyntaxTests","ComparisonTests"
"","2","PropertyTests","","Fri Dec 05 21:14:19 UTC 2025","passed","Fri Dec 05 21:14:19 UTC 2025","","Syntax","AssertSyntaxTests","PropertyTests"
"","1","AssignableFromTypeTests","","Fri Dec 05 21:14:19 UTC 2025","passed","Fri Dec 05 21:14:19 UTC 2025","","Syntax","AssertSyntaxTests","AssignableFromTypeTests"
