"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","StartsWithTests","","Fri Dec 05 21:55:03 UTC 2025","passed","Fri Dec 05 21:55:03 UTC 2025","","Syntax","AssertSyntaxTests","StartsWithTests"
"","0","SubstringTests","","Fri Dec 05 21:55:03 UTC 2025","passed","Fri Dec 05 21:55:03 UTC 2025","","Syntax","AssertSyntaxTests","SubstringTests"
"","0","NotTests","","Fri Dec 05 21:55:03 UTC 2025","passed","Fri Dec 05 21:55:03 UTC 2025","","Syntax","AssertSyntaxTests","NotTests"
"","22","AllItemsTests","","Fri Dec 05 21:55:03 UTC 2025","passed","Fri Dec 05 21:55:03 UTC 2025","","Syntax","AssertSyntaxTests","AllItemsTests"
"","3","ExactTypeTests","","Fri Dec 05 21:55:03 UTC 2025","passed","Fri Dec 05 21:55:03 UTC 2025","","Syntax","AssertSyntaxTests","ExactTypeTests"
"","2","EqualityTestsWithTolerance_MixingTypesGenerally","","Fri Dec 05 21:55:03 UTC 2025","passed","Fri Dec 05 21:55:03 UTC 2025","","Syntax","AssertSyntaxTests","EqualityTestsWithTolerance_MixingTypesGenerally"
"","1","SomeItemTests","","Fri Dec 05 21:55:03 UTC 2025","passed","Fri Dec 05 21:55:03 UTC 2025","","Syntax","AssertSyntaxTests","SomeItemTests"
"","1","ClassicAssert.IsTrue","","Fri Dec 05 21:55:03 UTC 2025","passed","Fri Dec 05 21:55:03 UTC 2025","","Syntax","AssertSyntaxTests","IsTrue"
"","3","EmptyCollectionTests","","Fri Dec 05 21:55:03 UTC 2025","passed","Fri Dec 05 21:55:03 UTC 2025","","Syntax","AssertSyntaxTests","EmptyCollectionTests"
"","1","EqualityTests","","Fri Dec 05 21:55:03 UTC 2025","passed","Fri Dec 05 21:55:03 UTC 2025","","Syntax","AssertSyntaxTests","EqualityTests"
"","1","SubsetTests","","Fri Dec 05 21:55:03 UTC 2025","passed","Fri Dec 05 21:55:03 UTC 2025","","Syntax","AssertSyntaxTests","SubsetTests"
"","0","ClassicAssert.IsNotNull","","Fri Dec 05 21:55:03 UTC 2025","passed","Fri Dec 05 21:55:03 UTC 2025","","Syntax","AssertSyntaxTests","IsNotNull"
"","0","ClassicAssert.IsFalse","","Fri Dec 05 21:55:03 UTC 2025","passed","Fri Dec 05 21:55:03 UTC 2025","","Syntax","AssertSyntaxTests","IsFalse"
"","7","EqualityTestsWithTolerance","","Fri Dec 05 21:55:03 UTC 2025","passed","Fri Dec 05 21:55:03 UTC 2025","","Syntax","AssertSyntaxTests","EqualityTestsWithTolerance"
"","0","InstanceOfTypeTests","","Fri Dec 05 21:55:03 UTC 2025","passed","Fri Dec 05 21:55:03 UTC 2025","","Syntax","AssertSyntaxTests","InstanceOfTypeTests"
"","1","AssignableFromTypeTests","","Fri Dec 05 21:55:03 UTC 2025","passed","Fri Dec 05 21:55:03 UTC 2025","","Syntax","AssertSyntaxTests","AssignableFromTypeTests"
"","1","ComparisonTests","","Fri Dec 05 21:55:03 UTC 2025","passed","Fri Dec 05 21:55:03 UTC 2025","","Syntax","AssertSyntaxTests","ComparisonTests"
"","1","ClassicAssert.IsEmpty, ClassicAssert.IsNotEmpty, Assert.That","","Fri Dec 05 21:55:03 UTC 2025","passed","Fri Dec 05 21:55:03 UTC 2025","","Syntax","AssertSyntaxTests","EmptyStringTests"
"","3","CollectionEquivalenceTests","","Fri Dec 05 21:55:03 UTC 2025","passed","Fri Dec 05 21:55:03 UTC 2025","","Syntax","AssertSyntaxTests","CollectionEquivalenceTests"
"","1","EndsWithTests","","Fri Dec 05 21:55:03 UTC 2025","passed","Fri Dec 05 21:55:03 UTC 2025","","Syntax","AssertSyntaxTests","EndsWithTests"
"","2","EqualIgnoringCaseTests","","Fri Dec 05 21:55:03 UTC 2025","passed","Fri Dec 05 21:55:03 UTC 2025","","Syntax","AssertSyntaxTests","EqualIgnoringCaseTests"
"","2","EqualityTestsWithTolerance_MixedFloatAndDouble","","Fri Dec 05 21:55:03 UTC 2025","passed","Fri Dec 05 21:55:03 UTC 2025","","Syntax","AssertSyntaxTests","EqualityTestsWithTolerance_MixedFloatAndDouble"
"","1","ClassicAssert.IsNan","","Fri Dec 05 21:55:03 UTC 2025","passed","Fri Dec 05 21:55:03 UTC 2025","","Syntax","AssertSyntaxTests","IsNaN"
"","2","PropertyTests","","Fri Dec 05 21:55:03 UTC 2025","passed","Fri Dec 05 21:55:03 UTC 2025","","Syntax","AssertSyntaxTests","PropertyTests"
"","7","CollectionContainsTests","","Fri Dec 05 21:55:03 UTC 2025","passed","Fri Dec 05 21:55:03 UTC 2025","","Syntax","AssertSyntaxTests","CollectionContainsTests"
"","3","RegularExpressionTests","","Fri Dec 05 21:55:03 UTC 2025","passed","Fri Dec 05 21:55:03 UTC 2025","","Syntax","AssertSyntaxTests","RegularExpressionTests"
"","0","ClassicAssert.IsNull","","Fri Dec 05 21:55:03 UTC 2025","passed","Fri Dec 05 21:55:03 UTC 2025","","Syntax","AssertSyntaxTests","IsNull"
"","0","NoItemTests","","Fri Dec 05 21:55:03 UTC 2025","passed","Fri Dec 05 21:55:03 UTC 2025","","Syntax","AssertSyntaxTests","NoItemTests"
